Fraud,ID,Status ,Age,Sex,Race,Hispanic,Education,HigherEducation,Employment,Monthly_income,Annual_Income,Marital_Status,Years_Married,Children,Previously_Married,Citizenship,Address,City,State,Zip_Code,Previously_Denied_Visa,Foreign_Residence_Requirement,History_of_Crime,Expiration_Date_of_Passport,Date_of_Marriage,Expired_Passport_Marriage,Spouse_DOB,Spouse_Status,Spouse_Sex,Spouse_Age,Spouse_Annual_Income,Spouse_History_of_Crime
Yes,328-617-101,US Citizen,23,F,African American,No,college,No,FT,"$10,163 ","$121,956 ",Married,12,0,Yes,United States,9082 Pegblo Lane ,Baltimore,NJ,7660,No,Yes,Yes,2/13/2021,6/29/2021,Yes,5/15/1974,Immigrant,M,47,"$113,641.00",Yes
Yes,831-895-787,US Citizen,48,F,Hispanic,Yes,college,No,Unemployed,$0 ,$0 ,Married,4,0,No,United States,6973423 Sunset Street ,Fort Myers,NJ,8611,Yes,Yes,Yes,8/28/2023,10/24/2020,No,3/22/1973,Immigrant,M,48,"$94,779.00",Yes
Yes,340-416-833,US Citizen,40,M,African American,No,college,No,FT,"$9,551 ","$114,612 ",Married,2,0,Yes,United States,223 Devon Lane ,Freehold,NV,89701,No,No,No,3/20/2018,11/28/2025,Yes,2/24/1996,Immigrant,F,25,"$149,941.00",Yes
Yes,487-286-150,US Citizen,31,F,African American,No,BS,Yes,FT,"$8,998 ","$107,976 ",Divorced,13,0,Yes,United States,14284 S Radcliffe St,Heings Mills,CA,92501,No,No,Yes,6/21/2019,3/11/2018,No,4/24/1990,Immigrant,M,31,"$167,580.00",No
Yes,427-793-841,US Citizen,22,F,White,No,HS,No,FT,"$12,354 ","$148,248 ",Married,6,0,Yes,United States,2 W Scyene Rd #3,Thousand Oaks,PA,89701,Yes,Yes,Yes,6/9/2019,7/9/2025,Yes,1/8/1978,Immigrant,M,43,"$81,381.00",Yes
Yes,131-808-732,US Citizen,26,F,African American,No,college,No,FT,"$10,521 ","$126,252 ",Married,4,0,No,United States,73 E Colowater Ave #4,Suite 35 Cumming,NJ,7660,No,No,Yes,3/26/2022,4/7/2020,No,2/11/1981,Immigrant,M,40,"$116,102.00",No
Yes,996-321-264,Immigrant,40,F,African American,No,BA,Yes,Unemployed,"$7,765 ","$93,180 ",Married,14,0,No,El Salvador,65 Brook Park Blvd,Hastow,NJ,7660,No,No,Yes,6/8/2022,9/1/2021,No,7/15/1998,US Citizen,M,23,"$32,160.00",No
Yes,466-170-339,US Citizen,40,M,Hispanic,Yes,college,No,FT,"$11,090 ","$133,080 ",Divorced,10,0,No,United States,2 Monroe St,Rochester,FL,33010,No,Yes,No,3/11/2024,10/18/2021,No,3/14/1971,Immigrant,F,50,"$164,495.00",Yes
Yes,259-745-985,US Citizen,40,F,White,No,college,No,Unemployed,$0 ,$0 ,Married,2,0,No,United States,,Coachella,CA,92501,No,No,Yes,7/15/2016,10/9/2016,Yes,3/17/1990,Immigrant,M,31,"$76,518.00",Yes
Yes,554-951-567,US Citizen,26,F,African American,No,college,No,FT,"$8,863 ","$106,356 ",Divorced,9,0,Yes,United States,44 S Haven St,Bethoula,NJ,7660,No,No,Yes,7/18/2020,12/1/2021,Yes,2/5/1986,Immigrant,M,35,"$119,153.00",Yes
Yes,491-867-527,US Citizen,47,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Divorced,5,0,No,United States,36 S Broadway St,Jackson,IA,50315,No,No,Yes,10/26/2022,5/11/2023,Yes,6/1/1996,Immigrant,M,25,"$150,545.00",Yes
Yes,961-364-142,US Citizen,27,M,African American,No,college,No,FT,"$7,294 ","$87,528 ",Divorced,12,0,Yes,United States,769 S River St,Plaistow,IL,50322,No,No,Yes,2/11/2016,11/15/2016,Yes,4/3/1991,Immigrant,F,30,"$101,348.00",No
Yes,185-912-210,US Citizen,22,F,Multiple Races,No,college,No,FT,"$10,158 ","$121,896 ",Married,7,0,Yes,United States,9 Kains Ave,Setsdale,NJ,8611,No,No,Yes,11/7/2021,3/7/2020,No,6/9/1982,Immigrant,M,39,"$68,088.00",Yes
Yes,676-368-787,US Citizen,24,F,African American,No,college,No,FT,"$10,112 ","$121,344 ",Married,1,0,No,United States,921 Glenwood St ,East Heights,NV,89701,No,Yes,No,10/11/2016,6/13/2021,Yes,11/30/1982,Immigrant,M,39,"$141,709.00",No
Yes,826-266-566,US Citizen,24,M,White,No,college,No,FT,"$15,647 ","$187,764 ",Divorced,11,0,Yes,United States,33 15th St,C Paso,CA,90016,No,Yes,Yes,9/14/2018,5/25/2017,No,2/23/1995,Immigrant,F,26,"$70,444.00",No
Yes,332-828-126,Immigrant,39,M,African American,No,college,No,Unemployed,"$7,795 ","$93,540 ",Married,12,0,Yes,Guatemala,73 State St,Coerry Hill,FL,33010,No,No,No,8/12/2018,1/15/2016,No,9/11/1979,US Citizen,F,42,"$40,378.00",No
Yes,352-353-683,Immigrant,48,M,African American,No,BA,Yes,Unemployed,"$13,236 ","$158,832 ",Divorced,4,0,Yes,Philippines,30 Mountain View Rd,Sanford,CA,91776,No,No,Yes,4/25/2021,11/28/2025,Yes,10/3/1996,US Citizen,F,25,"$38,810.00",No
Yes,167-544-128,US Citizen,47,F,White,No,college,No,FT,"$10,523 ","$126,276 ",Married,4,0,Yes,United States,693 E Carur Ave,Mc Lean,CA,91776,No,No,Yes,7/30/2019,5/23/2016,No,5/27/1989,Immigrant,M,32,"$130,896.00",Yes
Yes,106-825-651,US Citizen,38,F,African American,No,college,No,FT,"$14,068 ","$168,816 ",Married,3,0,No,United States,354682 Martin Ave #8,Abingdon,NJ,8611,No,No,Yes,9/2/2021,8/27/2022,Yes,5/7/1988,Immigrant,M,33,"$73,296.00",Yes
Yes,615-735-813,Immigrant,28,M,White,No,BA,Yes,FT,"$14,976 ","$179,712 ",Divorced,5,0,No,Mexico,142 Belmont St,Dallas,NJ,50315,No,No,No,6/8/2017,1/16/2017,No,8/3/1992,US Citizen,F,29,"$50,177.00",No
Yes,899-857-588,Immigrant,27,M,African American,No,BA,Yes,Unemployed,"$13,673 ","$164,076 ",Married,8,0,Yes,South Korea,279 Garden St #9,Gardena,CA,92501,Yes,Yes,Yes,8/6/2023,1/6/2018,No,3/18/1982,US Citizen,F,39,"$33,117.00",No
Yes,972-156-345,US Citizen,29,M,Hispanic,Yes,college,No,FT,"$15,313 ","$183,756 ",Married,10,0,Yes,United States,92 Broadway,Boise,OH,45324,No,Yes,Yes,5/23/2020,9/15/2024,Yes,2/8/1996,Immigrant,F,25,"$147,366.00",Yes
Yes,386-359-911,US Citizen,34,F,African American,No,college,No,FT,"$13,916 ","$166,992 ",Married,10,0,Yes,United States,61 13 E Carrillo St,Evanston,NJ,4010,No,No,Yes,9/22/2024,1/30/2021,No,10/12/1985,Immigrant,M,36,"$133,646.00",No
Yes,744-183-218,US Citizen,33,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Married,0,0,Yes,United States,170 Bayport Street ,Huntington,IA,50315,No,No,Yes,7/30/2017,1/31/2019,Yes,1/29/1990,Immigrant,M,31,"$137,650.00",Yes
Yes,726-381-318,US Citizen,23,F,Hispanic,Yes,college,No,PT,"$2,428 ","$29,136 ",Divorced,10,0,No,United States,33 W Pinhook Rd,Roanoke,NJ,8611,No,No,No,1/21/2025,12/30/2017,No,12/6/1985,Immigrant,M,36,"$80,133.00",Yes
Yes,931-555-977,US Citizen,23,F,African American,No,12th grade,No,FT,"$6,686 ","$80,232 ",Married,6,0,Yes,United States,9 Kains Ave,San Diego,IA,50322,Yes,No,Yes,11/23/2019,6/28/2020,Yes,3/11/1995,Immigrant,M,26,"$132,631.00",Yes
Yes,372-292-522,US Citizen,24,F,Multiple Races,No,BS,Yes,Unemployed,$0 ,$0 ,Married,4,0,No,United States,72 S Haven St,Miami,MA,18030,No,No,No,2/9/2016,5/31/2016,Yes,1/1/1990,Immigrant,M,31,"$189,261.00",Yes
Yes,124-307-128,US Citizen,37,F,White,No,college,No,FT,"$9,567 ","$114,804 ",Married,13,0,Yes,United States,22 Bridle Ln,San Jose,IA,50322,No,No,No,9/16/2022,1/9/2018,No,10/28/1974,Immigrant,M,47,"$82,612.00",No
Yes,163-606-323,US Citizen,24,F,African American,No,college,No,PT,"$2,472 ","$29,664 ",Married,11,0,No,United States,7194th St,Orboro,NJ,8611,No,No,Yes,2/28/2019,9/2/2023,Yes,12/7/1980,Immigrant,M,41,"$107,436.00",Yes
Yes,301-881-810,Immigrant,52,F,White,No,BA,Yes,FT,"$9,888 ","$118,656 ",Married,6,0,Yes,India,132 Creekside Street ,Nutley,CA,91776,Yes,No,Yes,10/29/2017,8/23/2025,Yes,7/5/1982,US Citizen,M,39,"$53,041.00",No
Yes,154-231-506,US Citizen,27,F,African American,No,HS,No,FT,"$9,933 ","$119,196 ",Divorced,8,0,Yes,United States,65 Mountain Viewis Rd ,Norwood,MA,18030,No,No,No,9/23/2022,1/13/2025,Yes,12/15/1971,Immigrant,M,50,"$181,370.00",Yes
Yes,850-148-654,US Citizen,22,F,African American,No,college,No,FT,"$16,365 ","$196,380 ",Divorced,7,0,No,United States,354 County St ,New York,OH,45324,No,Yes,Yes,9/24/2024,3/7/2021,No,10/3/1989,Immigrant,M,32,"$83,330.00",Yes
Yes,973-867-403,Immigrant,41,M,African American,No,BA,Yes,PT,"$7,106 ","$85,272 ",Married,8,0,No,El Salvador,22 Bridle Ln,Terre Haute,NJ,7660,No,No,Yes,5/24/2020,9/1/2020,Yes,8/6/1971,US Citizen,F,50,"$44,864.00",No
Yes,520-761-930,US Citizen,41,M,African American,No,college,No,FT,"$15,198 ","$182,376 ",Married,7,0,Yes,United States,72 Mannix Dr,North Haven,CA,91776,Yes,No,No,10/28/2016,5/12/2024,Yes,8/27/1973,Immigrant,F,48,"$122,561.00",Yes
Yes,890-637-552,US Citizen,33,F,White,No,college,No,FT,"$8,897 ","$106,764 ",Divorced,11,0,No,United States,92909th St,lffield,OH,45324,No,No,Yes,11/4/2018,4/11/2025,Yes,10/7/1993,Immigrant,M,28,"$146,242.00",Yes
Yes,189-912-941,Immigrant,26,M,African American,No,BA,Yes,FT,"$8,797 ","$105,564 ",Married,8,0,Yes,Guatemala,87 Mountain View Dr ,Atlanta,NJ,7660,No,No,Yes,2/4/2024,1/17/2019,No,4/2/1987,US Citizen,F,34,"$40,365.00",No
Yes,269-351-212,US Citizen,37,F,African American,No,college,No,PT,"$1,136 ","$13,632 ",Married,15,0,Yes,United States,694 Main St,Flemington,NY,11211,No,No,Yes,12/10/2024,12/7/2021,No,6/7/1987,Immigrant,M,34,"$137,067.00",Yes
Yes,346-343-789,US Citizen,33,F,African American,No,college,No,FT,"$7,773 ","$93,276 ",Married,15,0,No,United States,808 Glenwood Street ,Jeroy,TX,79109,No,No,Yes,5/18/2019,11/9/2025,Yes,4/17/1972,Immigrant,M,49,"$115,226.00",Yes
Yes,630-313-682,US Citizen,38,F,African American,No,college,No,PT,"$1,535 ","$18,420 ",Married,7,0,Yes,United States,232 Newport Ave ,Oak Worth,FL,32254,No,No,Yes,10/25/2017,2/25/2017,No,1/28/1971,Immigrant,M,50,"$114,666.00",No
Yes,702-632-359,US Citizen,32,F,African American,No,college,No,FT,"$9,654 ","$115,848 ",Divorced,5,0,Yes,United States,3716 North Vernon Ave,Dunonroe Township,CA,91776,Yes,Yes,Yes,9/1/2023,2/6/2016,No,12/23/1993,Immigrant,M,28,"$144,777.00",Yes
Yes,142-710-778,US Citizen,30,F,African American,No,MA,Yes,FT,"$11,682 ","$140,184 ",Married,7,0,Yes,United States,9688 W Withlt St ,Camden,FL,33010,No,No,No,9/18/2020,12/25/2016,No,7/10/1978,Immigrant,M,43,"$116,677.00",Yes
Yes,274-128-877,US Citizen,24,F,African American,No,college,No,FT,"$7,035 ","$84,420 ",Married,9,0,No,United States,8719 Edgemore Ave,Willcester,FL,32254,No,No,Yes,7/6/2024,3/22/2020,No,1/12/1995,Immigrant,M,26,"$156,629.00",No
Yes,225-738-970,US Citizen,46,M,African American,No,HS,No,PT,"$1,939 ","$23,268 ",Divorced,7,0,No,United States,3726 Wake Creek Rd,Burlington,IN,73023,No,Yes,No,11/4/2022,12/12/2023,Yes,6/19/1979,Immigrant,F,42,"$83,200.00",Yes
Yes,612-270-328,US Citizen,26,F,African American,No,college,No,FT,"$6,635 ","$79,620 ",Married,14,0,No,United States,45 S 80 Dr,Liverpool,IA,50322,No,No,Yes,4/6/2016,11/7/2024,Yes,8/9/1976,Immigrant,M,45,"$127,418.00",Yes
Yes,958-707-394,Immigrant,29,M,Multiple Races,No,MA,Yes,FT,"$8,231 ","$98,772 ",Married,9,0,Yes,Dominican Republic,69734 E Carrillo St,Memgene,OH,45324,No,Yes,Yes,10/13/2022,5/26/2020,No,9/20/1983,US Citizen,F,38,"$40,174.00",No
Yes,736-327-436,Immigrant,44,M,African American,No,BA,Yes,FT,"$5,153 ","$61,836 ",Married,11,0,Yes,Vietnam,2 A Kelley Dr, Wsing,CA,91716,Yes,No,Yes,6/20/2024,7/11/2020,No,9/21/1994,US Citizen,F,27,"$41,879.00",No
Yes,244-523-905,Immigrant,28,M,White,No,college,No,FT,"$10,464 ","$125,568 ",Married,12,0,No,Cuba,7th St,Santa Clara,CA,91776,No,Yes,Yes,2/6/2020,1/19/2016,No,9/20/1996,US Citizen,F,25,"$54,357.00",No
Yes,726-162-169,Immigrant,42,M,African American,No,BA,Yes,FT,"$5,483 ","$65,796 ",Divorced,7,0,Yes,Vietnam,8739 Hudson St ,San Antonio,FL,33010,No,No,No,5/31/2025,1/29/2018,No,12/18/1985,US Citizen,F,36,"$35,448.00",No
Yes,408-452-492,US Citizen,48,F,Hispanic,Yes,college,No,PT,"$1,613 ","$19,356 ",Married,0,0,Yes,United States,719 Vernon Ave ,South Richmond Hill,FL,33010,No,No,Yes,8/22/2019,10/31/2017,No,2/12/1973,Immigrant,M,48,"$102,583.00",Yes
Yes,785-614-157,US Citizen,28,F,African American,No,college,No,FT,"$12,469 ","$149,628 ",Married,6,0,No,United States,2 Washington Ave #979,Powhatan,NJ,7660,Yes,Yes,Yes,1/7/2025,9/27/2017,No,8/15/1982,Immigrant,M,39,"$67,171.00",Yes
Yes,113-919-823,US Citizen,27,F,African American,No,BS,Yes,FT,"$8,268 ","$99,216 ",Married,4,0,Yes,United States,3319 St,Hampstead,NJ,8611,Yes,No,No,4/2/2016,1/18/2021,Yes,5/18/1991,Immigrant,M,30,"$169,131.00",No
Yes,936-479-109,Immigrant,29,M,Multiple Races,No,BA,Yes,FT,"$6,875 ","$82,500 ",Married,4,0,No,Mexico,302 Mannix Dr,Saint Joseph,IN,46804,Yes,No,Yes,8/28/2019,12/23/2018,No,8/19/1983,US Citizen,F,38,"$34,647.00",No
Yes,175-506-912,Immigrant,35,M,African American,No,college,No,Unemployed,"$9,204 ","$110,448 ",Divorced,11,0,Yes,Guatemala,E. Marowre St,San Francisco,NJ,8611,Yes,Yes,Yes,2/17/2020,5/1/2021,Yes,2/8/1984,US Citizen,F,37,"$40,855.00",No
Yes,979-460-523,US Citizen,31,M,Multiple Races,No,college,No,PT,"$1,318 ","$15,816 ",Married,11,0,Yes,United States,7263 Prospect Street ,Bloomfield,CA,90016,No,Yes,Yes,8/22/2017,12/27/2024,Yes,5/10/1995,Immigrant,F,26,"$152,311.00",Yes
Yes,962-772-366,US Citizen,38,F,African American,No,MA,Yes,FT,"$5,388 ","$64,656 ",Married,1,0,Yes,United States,2867 Piich St,Middleville,FL,3228,No,No,Yes,6/10/2020,12/15/2019,No,3/24/1998,Immigrant,M,23,"$199,840.00",Yes
Yes,942-998-162,US Citizen,39,F,African American,No,college,No,FT,"$13,890 ","$166,680 ",Married,2,0,Yes,United States,7363 Wakehurst Ave,Homosassa,CA,91776,Yes,No,Yes,5/27/2024,2/20/2018,No,6/15/1998,Immigrant,M,23,"$131,751.00",Yes
Yes,573-424-670,Immigrant,22,F,African American,No,college,No,FT,"$12,014 ","$144,168 ",Married,1,0,No,Mexico,337342 B Cherry St ,Deerfield,IA,50701,No,Yes,No,10/16/2020,2/1/2020,No,7/8/1997,US Citizen,M,24,"$51,860.00",No
Yes,636-152-470,Immigrant,22,M,White,No,BA,Yes,Unemployed,"$14,407 ","$172,884 ",Married,7,0,Yes,Mexico,6180 W Belmont Ave,Fairus Park,CA,91776,No,No,Yes,4/2/2020,10/9/2022,Yes,3/5/1986,US Citizen,F,35,"$55,121.00",No
Yes,503-296-998,US Citizen,29,F,African American,No,college,No,FT,"$11,827 ","$141,924 ",Divorced,11,0,No,United States,55713 Lakewood Ave ,Valpa Locka,MA,33952,No,Yes,Yes,8/16/2020,5/31/2022,Yes,1/28/1978,Immigrant,M,43,"$146,987.00",Yes
Yes,781-334-856,Immigrant,30,M,African American,No,BA,Yes,FT,"$16,376 ","$196,512 ",Married,14,0,Yes,Mexico,922 Carnglewood Ave,Scottsdale,CA,92501,Yes,Yes,Yes,11/10/2020,11/14/2017,No,4/19/1986,US Citizen,F,35,"$55,627.00",No
Yes,841-974-169,US Citizen,23,M,African American,No,college,No,FT,"$6,553 ","$78,636 ",Married,9,0,Yes,United States,76 W. Prince Ave ,Ka York,FL,33010,No,No,Yes,9/3/2021,3/25/2017,No,11/29/1975,Immigrant,F,46,"$160,733.00",No
Yes,848-278-796,US Citizen,27,F,African American,No,college,No,FT,"$12,581 ","$150,972 ",Married,1,0,No,United States,5 Us Highway 46,Bangor,FL,33010,No,No,Yes,12/21/2016,1/25/2020,Yes,4/5/1997,Immigrant,M,24,"$61,916.00",Yes
Yes,890-261-444,US Citizen,24,M,African American,No,college,No,FT,"$8,318 ","$99,816 ",Married,5,0,Yes,United States,910 State St,Owings Mills,FL,33010,No,No,Yes,8/2/2020,7/25/2016,No,7/12/1991,Immigrant,F,30,"$192,531.00",Yes
Yes,928-861-725,US Citizen,40,M,African American,No,12th grade,No,FT,"$13,112 ","$157,344 ",Married,12,0,Yes,United States,1425 Pockwood Lane ,Miami,NJ,8611,No,No,Yes,9/22/2025,7/6/2024,No,3/31/1975,Immigrant,F,46,"$168,483.00",No
Yes,861-966-907,US Citizen,30,F,African American,No,college,No,FT,"$16,950 ","$203,400 ",Divorced,14,0,No,United States,6973 W Main St,Warton,IA,50701,No,Yes,Yes,1/1/2025,1/22/2021,No,7/20/1992,Immigrant,M,29,"$82,200.00",Yes
Yes,364-650-683,US Citizen,36,F,African American,No,college,No,FT,"$12,473 ","$149,676 ",Married,12,0,Yes,United States,1042 Cee St,Warbrook,IA,73023,No,No,Yes,7/17/2023,4/17/2024,Yes,12/11/1974,Immigrant,M,47,"$141,934.00",Yes
Yes,223-574-105,US Citizen,38,F,Hispanic,Yes,college,No,Unemployed,$0 ,$0 ,Married,3,0,No,United States,7 Greengate St ,North Windsor,CA,50315,No,No,Yes,6/27/2019,8/26/2025,Yes,6/19/1978,Immigrant,M,43,"$151,676.00",Yes
Yes,299-158-683,US Citizen,23,F,African American,No,HS,No,FT,"$13,231 ","$158,772 ",Divorced,6,0,Yes,United States,65 Mountain View Dr ,New York,NJ,8611,No,No,Yes,1/20/2019,9/4/2024,Yes,2/12/1976,Immigrant,M,45,"$81,271.00",Yes
Yes,236-248-550,US Citizen,26,F,African American,No,college,No,FT,"$11,241 ","$134,892 ",Married,7,0,Yes,United States,4188 Black Hl Ave,Arlington Heights,OH,45324,No,Yes,Yes,4/11/2020,8/22/2019,No,12/14/1994,Immigrant,M,27,"$132,356.00",Yes
Yes,931-141-930,Immigrant,40,M,White,No,BA,Yes,Unemployed,"$6,268 ","$75,216 ",Married,10,0,Yes,Mexico,90 Deerfield Street ,Bethesda,CA,92501,No,Yes,Yes,4/2/2022,9/24/2025,Yes,11/3/1989,US Citizen,F,32,"$54,092.00",No
Yes,745-241-741,US Citizen,23,F,African American,No,college,No,FT,"$16,951 ","$203,412 ",Married,4,0,No,United States,36 Saxbranch St ,West Babylon,CA,91776,No,Yes,Yes,9/25/2023,2/23/2022,No,9/8/1996,Immigrant,M,25,"$195,123.00",Yes
Yes,169-331-420,US Citizen,47,F,African American,No,HS,No,Unemployed,$0 ,$0 ,Divorced,1,0,Yes,United States,5 North River Ave ,Riverton,CA,91776,No,No,Yes,6/28/2017,1/22/2016,No,3/10/1973,Immigrant,M,48,"$72,658.00",Yes
Yes,177-247-807,US Citizen,24,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,14,0,Yes,United States,42 Bank Rd,Chicago,CA,92501,No,No,No,8/2/2018,3/28/2019,Yes,7/4/1973,Immigrant,M,48,"$175,907.00",Yes
Yes,295-968-835,US Citizen,26,F,African American,No,college,No,FT,"$12,869 ","$154,428 ",Divorced,3,0,No,United States,7 Millstone St,Thousand Oaks,FL,33010,No,Yes,Yes,2/8/2017,9/12/2021,Yes,1/12/1987,Immigrant,M,34,"$123,240.00",No
Yes,216-227-706,US Citizen,31,M,African American,No,college,No,FT,"$15,104 ","$181,248 ",Married,0,0,Yes,United States,262 South Chilwater Lane ,Eastboro,IA,50701,No,Yes,No,7/14/2024,10/21/2020,No,8/19/1972,Immigrant,F,49,"$116,685.00",Yes
Yes,523-397-497,US Citizen,40,F,African American,No,college,No,PT,"$2,589 ","$31,068 ",Married,15,0,Yes,United States,903 Temple Court ,Chapel Hill,CA,91784,No,Yes,Yes,2/19/2018,10/31/2020,Yes,11/21/1986,Immigrant,M,35,"$84,991.00",Yes
Yes,361-783-580,US Citizen,26,F,Multiple Races,No,college,No,FT,"$10,228 ","$122,736 ",Married,8,0,No,United States,92 Creekside St ,Satellite Beach,IN,46804,No,Yes,Yes,5/18/2024,9/9/2019,No,7/6/1997,Immigrant,M,24,"$170,190.00",No
Yes,317-468-806,US Citizen,27,F,African American,No,college,No,FT,"$11,948 ","$143,376 ",Divorced,6,0,Yes,United States,2 Se Colon Hill St ,Arlington,TX,79109,No,No,Yes,5/3/2022,10/12/2018,No,11/24/1979,Immigrant,M,42,"$99,502.00",No
Yes,708-206-365,US Citizen,26,F,Hispanic,Yes,college,No,Unemployed,$0 ,$0 ,Married,1,0,Yes,United States,5308 State Ave #997,Shawnee,FL,33010,No,No,Yes,12/11/2019,4/13/2018,No,2/18/1985,Immigrant,M,36,"$150,053.00",Yes
Yes,496-337-116,US Citizen,29,M,African American,No,BS,Yes,Unemployed,$0 ,$0 ,Divorced,10,0,Yes,United States,7263 Packerfield Ave,Denvs,CA,91776,Yes,Yes,Yes,1/19/2016,12/13/2025,Yes,4/3/1988,Immigrant,F,33,"$129,721.00",Yes
Yes,737-241-313,US Citizen,39,M,African American,No,college,No,Unemployed,$0 ,$0 ,Divorced,10,0,No,United States,24 Littleton Ave,Williams Park,IA,50322,No,Yes,Yes,8/14/2023,5/7/2022,No,11/26/1979,Immigrant,F,42,"$106,078.00",No
Yes,971-808-100,Immigrant,29,M,African American,No,college,No,FT,"$8,627 ","$103,524 ",Married,8,0,Yes,El Salvador,703 Secostonway Ave #1759,Seattle,FL,32254,No,Yes,Yes,2/13/2016,5/9/2021,Yes,3/2/1984,US Citizen,F,37,"$35,882.00",No
Yes,589-347-574,US Citizen,29,M,Multiple Races,No,college,No,FT,"$7,420 ","$89,040 ",Married,7,0,No,United States,1422 Carpenter Ave,Madison,CA,91716,No,No,Yes,12/26/2023,6/9/2017,No,4/16/1973,Immigrant,F,48,"$113,262.00",Yes
Yes,625-947-971,US Citizen,41,F,African American,No,college,No,FT,"$11,457 ","$137,484 ",Married,0,0,Yes,United States,705 Birchpondley Ave,Richmond,FL,33010,No,No,Yes,6/8/2023,12/13/2022,No,1/31/1991,Immigrant,M,30,"$181,300.00",No
Yes,769-309-188,Immigrant,36,F,African American,No,MA,Yes,FT,"$11,855 ","$142,260 ",Married,4,0,No,El Salvador,6203 Mus Ave,San Antonio,AZ,90020,No,No,Yes,10/14/2022,3/16/2024,Yes,8/26/1980,US Citizen,M,41,"$47,351.00",No
Yes,498-598-107,US Citizen,49,M,Hispanic,Yes,college,No,FT,"$6,325 ","$75,900 ",Divorced,2,0,No,United States,170 Bayport Drive ,Norland,FL,32254,No,Yes,Yes,6/5/2025,2/23/2018,No,9/15/1976,Immigrant,F,45,"$177,561.00",Yes
Yes,305-479-958,US Citizen,48,F,African American,No,college,No,FT,"$8,270 ","$99,240 ",Divorced,3,0,Yes,United States,7282 Belmont St ,Ormond Beach,FL,33010,No,Yes,Yes,1/23/2021,1/30/2018,No,9/12/1990,Immigrant,M,31,"$105,936.00",No
Yes,233-734-172,Immigrant,22,M,African American,No,BA,Yes,Unemployed,"$9,049 ","$108,588 ",Married,5,0,No,El Salvador,47 W  John Lane ,Myrtton,IA,50315,Yes,No,Yes,3/15/2020,2/3/2021,Yes,7/3/1985,US Citizen,F,36,"$46,653.00",No
Yes,609-378-673,US Citizen,28,F,Hispanic,Yes,college,No,FT,"$11,131 ","$133,572 ",Married,12,0,Yes,United States,8517 North Vernon Ave,Sannchorage,IA,50701,No,No,No,12/28/2017,11/24/2018,Yes,3/6/1982,Immigrant,M,39,"$142,458.00",No
Yes,461-987-122,US Citizen,51,F,African American,No,college,No,FT,"$11,489 ","$137,868 ",Married,15,0,Yes,United States,88 Grant Whitman St ,Baltimore,FL,33010,No,No,Yes,6/17/2019,10/11/2020,Yes,6/24/1990,Immigrant,M,31,"$102,423.00",Yes
Yes,185-155-745,US Citizen,41,F,Multiple Races,No,college,No,PT,"$2,559 ","$30,708 ",Divorced,15,0,Yes,United States,169 Southampton Lane ,Cincinnati,FL,32254,No,No,Yes,11/30/2025,12/22/2017,No,5/21/1991,Immigrant,M,30,"$135,184.00",Yes
Yes,495-382-526,US Citizen,31,M,African American,No,college,No,FT,"$13,446 ","$161,352 ",Married,4,0,No,United States,113 E 14th St #65,Los Angeles,IA,50315,No,No,No,6/24/2024,5/23/2024,No,10/28/1984,Immigrant,F,37,"$171,746.00",Yes
Yes,374-799-824,US Citizen,27,M,African American,No,HS,No,FT,"$15,750 ","$189,000 ",Married,4,0,Yes,United States,61556 Dordale St,Hamtramville,NV,89701,Yes,No,Yes,3/30/2023,1/1/2018,No,7/23/1982,Immigrant,F,39,"$154,754.00",Yes
Yes,402-264-797,US Citizen,48,M,African American,No,college,No,FT,"$14,675 ","$176,100 ",Married,10,0,Yes,United States,12 Bank Rd,Chicago,MA,18030,No,Yes,Yes,6/1/2024,9/8/2025,Yes,12/2/1980,Immigrant,F,41,"$83,713.00",Yes
Yes,765-209-532,US Citizen,30,M,African American,No,MA,Yes,FT,"$5,167 ","$62,004 ",Divorced,6,0,No,United States,70 Belmont St ,Duba,NJ,8611,No,No,Yes,7/22/2025,10/2/2024,No,6/3/1984,Immigrant,F,37,"$73,367.00",Yes
Yes,265-732-875,US Citizen,29,F,African American,No,college,No,FT,"$13,081 ","$156,972 ",Married,0,0,Yes,United States,55 N. Cross St ,Bridgewater,GA,18030,No,No,Yes,11/8/2022,6/8/2018,No,7/3/1998,Immigrant,M,23,"$68,127.00",Yes
Yes,639-205-829,US Citizen,53,F,African American,No,college,No,Unemployed,$0 ,$0 ,Married,13,0,Yes,United States,33522 N  1th St,Norman,CA,91776,No,No,Yes,2/7/2019,12/10/2018,No,7/5/1979,Immigrant,M,42,"$123,357.00",No
Yes,189-125-253,US Citizen,32,M,Multiple Races,No,HS,No,FT,"$9,913 ","$118,956 ",Divorced,12,0,Yes,United States,613 North York St ,Seattle,CA,90016,No,Yes,No,8/4/2017,2/1/2018,Yes,5/23/1995,Immigrant,F,26,"$192,043.00",Yes
Yes,653-701-753,US Citizen,42,F,African American,No,MA,Yes,FT,"$16,024 ","$192,288 ",Married,4,0,Yes,United States,3054 S Walker Ave,Carpool Heights,MA,32216,No,No,No,6/29/2016,6/12/2020,Yes,1/26/1972,Immigrant,M,49,"$89,286.00",No
